label,latent_idx,n_positive,n_negative,prevalence,pos_mean,neg_mean,mean_diff,cohens_d,abs_cohens_d,auc,directional_auc,auc_effect,p_value,significant_fdr,precision_at_10,precision_lift_at_10,precision_at_50,precision_lift_at_50,full_data_rank,inclusion_frequency,inclusion_count,n_half_runs,cohens_d_ci_lo,cohens_d_ci_hi,ci_excludes_zero,rank_within_label,cross_quality_max_auc_drop,cross_quality_tested,top_k_star,label_selection_status,stable_claim_allowed,ci_supported,cross_quality_stable,cross_quality_risk_or_missing,stable_set_role
GI,7148,681,5513,0.1099451081691959,0.01937064,0.00066816504,0.018702475,0.44367298,0.44367298,0.51470387,0.51470387,0.02940774,3.133808e-05,True,0.8,0.6900549,0.52,0.41005486,17,0.77,77,100,0.2999244354665279,0.5664032250642776,True,17,0.0052785873413085,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,17685,681,5513,0.1099451081691959,0.067063026,0.01053405,0.056528978,0.44351134,0.44351134,0.52455723,0.52455723,0.049114466,1.4960351e-07,True,0.7,0.59005487,0.58,0.47005486,18,0.78,78,100,0.3008985310792923,0.5850843250751494,True,18,0.0061414837837219,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,23723,681,5513,0.1099451081691959,0.22659118,0.031947926,0.19464326,0.43993032,0.43993032,0.52571523,0.52571523,0.051430464,3.8334093e-08,True,0.4,0.2900549,0.44,0.33005488,19,0.71,71,100,0.2741830334067344,0.5911710694432257,True,19,0.0019198656082153,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,5828,681,5513,0.1099451081691959,0.21475771,0.08342887,0.13132885,0.43943414,0.43943414,0.5645148,0.5645148,0.12902963,6.1114465e-13,True,0.7,0.59005487,0.34,0.23005489,20,0.78,78,100,0.3152275271713733,0.5742477759718894,True,20,0.0266864895820617,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,30517,681,5513,0.1099451081691959,0.077342026,0.016778877,0.060563147,0.4387603,0.4387603,0.53558826,0.53558826,0.07117653,1.152632e-07,True,0.8,0.6900549,0.44,0.33005488,21,0.78,78,100,0.3041579775512218,0.5594584807753562,True,21,0.0105079412460327,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,17556,681,5513,0.1099451081691959,0.041689612,0.006352173,0.03533744,0.43228796,0.43228796,0.5237298,0.5237298,0.047459602,6.8963135e-07,True,0.9,0.79005486,0.56,0.45005488,22,0.7,70,100,0.2716066472232342,0.5901758804917335,True,22,0.0012699949882507,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,6651,681,5513,0.1099451081691959,0.38812983,0.17111614,0.21701369,0.42580622,0.42580622,0.57137114,0.57137114,0.14274228,3.9454578e-14,True,0.5,0.39005488,0.32,0.21005487,23,0.71,71,100,0.3156955070793629,0.5451336786150931,True,23,0.0275884270668029,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,1782,681,5513,0.1099451081691959,0.058252454,0.008930596,0.04932186,0.42469934,0.42469934,0.5277848,0.5277848,0.05556965,9.665201e-08,True,0.5,0.39005488,0.44,0.33005488,24,0.64,64,100,0.2564033806324005,0.609303919970989,True,24,0.0116471052169799,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,10264,681,5513,0.1099451081691959,0.06013388,0.014366611,0.045767266,0.4193947,0.4193947,0.534875,0.534875,0.06974995,2.3858604e-09,True,0.6,0.4900549,0.38,0.27005488,25,0.75,75,100,0.2805588111281395,0.5720048904418945,True,25,0.0001425743103027,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,27664,681,5513,0.1099451081691959,0.08080374,0.01872598,0.062077757,0.41895095,0.41895095,0.53571135,0.53571135,0.071422696,1.5386101e-08,True,0.7,0.59005487,0.44,0.33005488,26,0.68,68,100,0.2804820708930492,0.5732167586684226,True,26,0.0272577404975891,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,19483,681,5513,0.1099451081691959,0.10125849,0.029310692,0.0719478,0.41691008,0.41691008,0.54029137,0.54029137,0.08058274,7.757984e-10,True,0.6,0.4900549,0.42,0.31005487,27,0.7,70,100,0.3005247429013252,0.5569404304027556,True,27,0.0002511739730834,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,20329,681,5513,0.1099451081691959,0.13416333,0.039232906,0.094930425,0.41500387,0.41500387,0.5412965,0.5412965,0.082592964,3.5180603e-09,True,0.5,0.39005488,0.44,0.33005488,28,0.71,71,100,0.2700608193874359,0.5864630103111267,True,28,0.0328509211540222,True,72,performance_only_unstable,False,True,True,False,stable_core
GI,5582,681,5513,0.1099451081691959,0.04557865,0.0035866927,0.041991957,0.41006213,0.41006213,0.5242605,0.5242605,0.048521042,1.2520625e-05,True,0.5,0.39005488,0.58,0.47005486,29,0.63,63,100,0.2693576171994209,0.5769647628068924,True,29,0.0017758607864379,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,12186,681,5513,0.1099451081691959,0.17965308,0.07474166,0.10491142,0.4069027,0.4069027,0.55974865,0.55974865,0.1194973,1.4927349e-12,True,0.6,0.4900549,0.28,0.17005488,30,0.63,63,100,0.2820254519581794,0.5373703956604003,True,30,0.0033004879951477,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,32448,681,5513,0.1099451081691959,0.039489836,0.0029766292,0.036513206,0.40309146,0.40309146,0.5173805,0.5173805,0.034760952,2.7354918e-05,True,0.9,0.79005486,0.54,0.4300549,31,0.57,57,100,0.1924607560038566,0.5857882916927337,True,31,0.004929780960083,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,16935,681,5513,0.1099451081691959,0.08888296,0.020855535,0.06802742,0.4021085,0.4021085,0.53053415,0.53053415,0.061068296,1.2967374e-07,True,0.6,0.4900549,0.46,0.3500549,32,0.57,57,100,0.2778426930308342,0.5306251719594001,True,32,0.007962942123413,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,26500,681,5513,0.1099451081691959,0.03467442,0.004943925,0.029730495,0.40119877,0.40119877,0.5206648,0.5206648,0.041329622,2.5714876e-06,True,0.9,0.79005486,0.46,0.3500549,33,0.59,59,100,0.2675256960093975,0.5250272095203399,True,33,0.022097110748291,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,20548,681,5513,0.1099451081691959,0.04650789,0.00775121,0.03875668,0.39920074,0.39920074,0.5247302,0.5247302,0.04946041,9.378769e-07,True,0.8,0.6900549,0.4,0.2900549,34,0.56,56,100,0.2652206882834435,0.5536283046007157,True,34,0.0175421833992004,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,11658,681,5513,0.1099451081691959,0.27948904,0.10434144,0.1751476,0.3988963,0.3988963,0.5624502,0.5624502,0.12490034,1.4327343e-11,True,0.2,0.09005489,0.2,0.09005489,35,0.57,57,100,0.2512816049158573,0.557471479475498,True,35,0.0325380563735961,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,3674,681,5513,0.1099451081691959,0.10352423,0.03262034,0.07090389,0.39258173,0.39258173,0.5373762,0.5373762,0.07475245,3.5004897e-09,True,0.8,0.6900549,0.42,0.31005487,36,0.51,51,100,0.2589571975171566,0.5188905090093612,True,36,0.009878933429718,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,1061,681,5513,0.1099451081691959,0.09844209,0.03125425,0.067187846,0.38850164,0.38850164,0.5448361,0.5448361,0.08967221,1.8309175e-10,True,0.1,-0.0099451095,0.3,0.1900549,37,0.52,52,100,0.2603324681520462,0.5244500085711479,True,37,0.0033360719680786,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,23077,681,5513,0.1099451081691959,0.5089138,0.34396222,0.1649516,0.3882306,0.3882306,0.5954669,0.5954669,0.19093382,1.5682851e-15,True,0.3,0.1900549,0.32,0.21005487,38,0.51,51,100,0.2806430019438267,0.4943453937768935,True,38,0.0159528851509094,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,3960,681,5513,0.1099451081691959,0.2762539,0.10812015,0.16813377,0.38784745,0.38784745,0.5550851,0.5550851,0.110170245,7.841948e-11,True,0.4,0.2900549,0.32,0.21005487,39,0.51,51,100,0.2715281873941421,0.5120155215263367,True,39,0.0156005024909973,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,8346,681,5513,0.1099451081691959,0.02348052,0.0019931581,0.02148736,0.386867,0.386867,0.5146249,0.5146249,0.029249787,2.5022247e-05,True,0.7,0.59005487,0.48,0.37005487,40,0.52,52,100,0.2606078632175922,0.5033687070012092,True,40,0.0009716216491699,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,7040,681,5513,0.1099451081691959,0.022628717,0.0020477169,0.020581,0.3861915,0.3861915,0.5171927,0.5171927,0.034385443,1.9880677e-05,True,0.6,0.4900549,0.54,0.4300549,41,0.52,52,100,0.226854146644473,0.5306512728333472,True,41,0.0022375583648681,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,900,681,5513,0.1099451081691959,0.14467464,0.05243324,0.09224141,0.38601938,0.38601938,0.5516226,0.5516226,0.10324526,1.3920946e-10,True,0.4,0.2900549,0.34,0.23005489,42,0.49,49,100,0.2623519733548164,0.5090456664562225,True,42,0.0049387520957946,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,3426,681,5513,0.1099451081691959,0.118199915,0.028232628,0.08996729,0.38564715,0.38564715,0.5303723,0.5303723,0.060744643,1.3476776e-07,True,0.3,0.1900549,0.46,0.3500549,43,0.49,49,100,0.2499075900763273,0.5367069870233535,True,43,0.0008122108886718,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,26371,681,5513,0.1099451081691959,0.027541643,0.0016558872,0.025885755,0.38561082,0.38561082,0.51369154,0.51369154,0.027383089,6.3422514e-05,True,0.6,0.4900549,0.44,0.33005488,44,0.46,46,100,0.2392475981265306,0.5268550917506217,True,44,0.0042328834533691,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,986,681,5513,0.1099451081691959,0.014701496,0.00041698315,0.014284513,0.38446364,0.38446364,0.5113848,0.5113848,0.02276957,0.00029332028,True,0.8,0.6900549,0.4,0.2900549,45,0.51,51,100,0.2135792631655931,0.5536730125546455,True,45,0.0110715627670288,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,2102,681,5513,0.1099451081691959,0.013370733,0.00031955718,0.0130511755,0.3842477,0.3842477,0.51000774,0.51000774,0.020015478,0.00035357242,True,0.9,0.79005486,0.4,0.2900549,46,0.49,49,100,0.2286395847797394,0.5259918138384819,True,46,0.0010194191725159,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,1442,681,5513,0.1099451081691959,0.23297253,0.09140203,0.14157051,0.38215452,0.38215452,0.5617903,0.5617903,0.123580575,4.754766e-12,True,0.1,-0.0099451095,0.24,0.13005489,47,0.47,47,100,0.2747634284198284,0.4928744077682493,True,47,0.0144875645637512,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,30753,681,5513,0.1099451081691959,0.05930789,0.011381833,0.047926053,0.38155025,0.38155025,0.5289769,0.5289769,0.057953835,3.9255858e-07,True,0.5,0.39005488,0.42,0.31005487,48,0.48,48,100,0.2597763076424598,0.5322631448507308,True,48,0.0088373249954223,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,11818,681,5513,0.1099451081691959,0.017147921,0.00021327431,0.016934646,0.38062608,0.38062608,0.51212764,0.51212764,0.024255276,0.00088867627,True,1.0,0.8900549,0.42,0.31005487,49,0.55,55,100,0.2475612480193376,0.5125698313117025,True,49,0.0033925793081664,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,17036,681,5513,0.1099451081691959,0.060280148,0.015085437,0.04519471,0.38022858,0.38022858,0.532581,0.532581,0.06516194,6.566868e-08,True,0.6,0.4900549,0.38,0.27005488,50,0.49,49,100,0.2339847967028618,0.5392502948641775,True,50,0.0068017527160644,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,30153,681,5513,0.1099451081691959,0.0907988,0.031937297,0.058861505,0.3787135,0.3787135,0.54457027,0.54457027,0.089140534,7.6247286e-10,True,0.3,0.1900549,0.36,0.2500549,51,0.43,43,100,0.2630784526467323,0.49115666821599,True,51,0.0049557089805603,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,21100,681,5513,0.1099451081691959,0.041394204,0.0044681323,0.036926072,0.37864292,0.37864292,0.51760477,0.51760477,0.035209537,3.3558757e-05,True,0.7,0.59005487,0.52,0.41005486,52,0.46,46,100,0.240518781170249,0.5054674968123436,True,52,0.0047410726547241,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,21650,681,5513,0.1099451081691959,0.03126434,0.0014674122,0.029796926,0.37764585,0.37764585,0.5124059,0.5124059,0.024811745,0.000281508,True,0.8,0.6900549,0.46,0.3500549,53,0.48,48,100,0.2514769501984119,0.48118581995368,True,53,0.0005792379379272,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,15604,681,5513,0.1099451081691959,0.06661562,0.018755386,0.047860235,0.3765434,0.3765434,0.5330803,0.5330803,0.06616056,3.86219e-08,True,0.5,0.39005488,0.42,0.31005487,54,0.44,44,100,0.2558625251054763,0.5099779039621353,True,54,0.005013883113861,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,24140,681,5513,0.1099451081691959,0.036547244,0.0013179077,0.035229336,0.37632692,0.37632692,0.5142504,0.5142504,0.028500795,0.0007192222,True,0.9,0.79005486,0.5,0.39005488,55,0.46,46,100,0.2580847688019275,0.4935749538242817,True,55,0.0050202631286621,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,9728,681,5513,0.1099451081691959,0.053855773,0.013756901,0.040098872,0.37575194,0.37575194,0.53125304,0.53125304,0.06250608,2.8775027e-08,True,0.2,0.09005489,0.4,0.2900549,56,0.46,46,100,0.2489047758281231,0.5149847626686095,True,56,0.0213131308555603,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,15375,681,5513,0.1099451081691959,0.06846836,0.013383494,0.05508487,0.3752644,0.3752644,0.5265688,0.5265688,0.05313754,4.9922346e-07,True,0.4,0.2900549,0.46,0.3500549,57,0.43,43,100,0.2355177689343691,0.5143375545740128,True,57,0.0006909666336059,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,29956,681,5513,0.1099451081691959,0.024676487,0.001781301,0.022895185,0.37457165,0.37457165,0.51359886,0.51359886,0.027197719,5.012442e-05,True,0.5,0.39005488,0.48,0.37005487,58,0.45,45,100,0.223724140971899,0.5071111068129539,True,58,0.0008281476243591,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,13912,681,5513,0.1099451081691959,0.019993002,0.0014305675,0.018562434,0.3710717,0.3710717,0.5126963,0.5126963,0.025392652,0.00010373158,True,0.9,0.79005486,0.42,0.31005487,59,0.43,43,100,0.2037971213459968,0.5434151291847228,True,59,0.0149319171905517,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,3630,681,5513,0.1099451081691959,0.028003396,0.003507689,0.024495708,0.37034878,0.37034878,0.51921886,0.51921886,0.038437724,7.2427265e-06,True,0.5,0.39005488,0.52,0.41005486,60,0.41,41,100,0.2290640123188495,0.5216220349073409,True,60,0.0079781988557433,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,29249,681,5513,0.1099451081691959,0.045443855,0.0076530757,0.03779078,0.3696889,0.3696889,0.51862574,0.51862574,0.037251472,3.3019187e-05,True,0.9,0.79005486,0.4,0.2900549,61,0.41,41,100,0.173146403208375,0.5516177862882614,True,61,0.000711623617401,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,4209,681,5513,0.1099451081691959,0.050525997,0.007256286,0.04326971,0.36599547,0.36599547,0.5202765,0.5202765,0.040552974,6.598215e-06,True,0.7,0.59005487,0.46,0.3500549,62,0.4,40,100,0.2148181810975074,0.5071555569767952,True,62,0.0143821835517883,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,24687,681,5513,0.1099451081691959,0.06926567,0.010678949,0.058586724,0.36565843,0.36565843,0.5214126,0.5214126,0.042825222,7.0510036e-06,True,0.5,0.39005488,0.44,0.33005488,63,0.38,38,100,0.238248062506318,0.4976950824260711,True,63,0.0068598985671997,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,15524,681,5513,0.1099451081691959,0.012599234,0.00039041243,0.012208821,0.3651202,0.3651202,0.50991833,0.50991833,0.019836664,0.00048959104,True,0.8,0.6900549,0.38,0.27005488,64,0.36,36,100,0.2366150058805942,0.4953279592096804,True,64,0.0002680399876403,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,22511,681,5513,0.1099451081691959,0.038024276,0.005606776,0.0324175,0.36481622,0.36481622,0.5190247,0.5190247,0.03804946,1.3922888e-05,True,0.6,0.4900549,0.5,0.39005488,65,0.38,38,100,0.1746725771576166,0.5637493297457694,True,65,0.0072976649543762,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,19684,681,5513,0.1099451081691959,0.037662905,0.005777183,0.03188572,0.36381933,0.36381933,0.520261,0.520261,0.04052198,4.2490037e-06,True,0.5,0.39005488,0.48,0.37005487,66,0.43,43,100,0.208464366197586,0.5091108068823813,True,66,0.0023456215858459,True,72,performance_only_unstable,False,True,True,False,boundary_candidate
GI,7907,681,5513,0.1099451081691959,0.08932751,0.027006125,0.06232138,0.36228234,0.36228234,0.5399815,0.5399815,0.07996297,7.2199895e-09,True,0.2,0.09005489,0.32,0.21005487,67,0.29,29,100,0.2565149240195751,0.481315740942955,True,67,0.0048949278297424,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,3541,681,5513,0.1099451081691959,0.02873761,0.002468597,0.026269013,0.36166564,0.36166564,0.51581496,0.51581496,0.03162992,0.00010709539,True,0.7,0.59005487,0.5,0.39005488,68,0.35,35,100,0.2154790718108415,0.5139572203159332,True,68,0.0044286847085571,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,11873,681,5513,0.1099451081691959,0.03883306,0.0051596793,0.03367338,0.36100072,0.36100072,0.51767975,0.51767975,0.0353595,0.00012243133,True,0.8,0.6900549,0.44,0.33005488,69,0.33,33,100,0.2314334463328123,0.4665261350572109,True,69,0.0171703100204467,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,21287,681,5513,0.1099451081691959,0.023870572,0.0025047332,0.02136584,0.36029923,0.36029923,0.5161009,0.5161009,0.032201767,5.737288e-05,True,0.6,0.4900549,0.5,0.39005488,70,0.35,35,100,0.2059737056493759,0.5050800025463104,True,70,0.0146790146827697,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,14202,681,5513,0.1099451081691959,0.035400033,0.0053201667,0.030079866,0.36015064,0.36015064,0.5195436,0.5195436,0.039087176,6.65466e-06,True,0.5,0.39005488,0.48,0.37005487,71,0.35,35,100,0.2334589045494794,0.4963165730237958,True,71,0.004793238557434,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
GI,24901,681,5513,0.1099451081691959,0.019918432,0.0011538778,0.018764555,0.3590892,0.3590892,0.51295906,0.51295906,0.025918126,0.00030739265,True,0.7,0.59005487,0.46,0.3500549,72,0.33,33,100,0.2106603890657425,0.5098850727081299,True,72,0.0212761759757995,True,72,performance_only_unstable,False,True,True,False,unstable_inclusion
SU,24760,222,5972,0.0358411365837907,0.4173969,0.040231694,0.3771652,1.0625718,1.0625718,0.57063365,0.57063365,0.1412673,2.815322e-06,True,0.8,0.76415884,0.4,0.36415887,1,0.99,99,100,0.636423546075821,1.5704699158668516,True,1,0.0579128861427307,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,11948,222,5972,0.0358411365837907,0.113395624,0.0131031405,0.10029248,1.0269549,1.0269549,0.58075786,0.58075786,0.16151571,1.08195275e-08,True,0.2,0.16415887,0.34,0.30415887,2,0.92,92,100,0.5085841655731201,1.5663983911275858,True,2,0.0532718896865844,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,29825,222,5972,0.0358411365837907,0.109515764,0.0056389454,0.10387682,1.0053388,1.0053388,0.53442794,0.53442794,0.06885588,0.00021878286,True,0.8,0.76415884,0.34,0.30415887,3,0.95,95,100,0.5718084245920181,1.4604638487100596,True,3,0.0412138700485229,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,16736,222,5972,0.0358411365837907,0.28682783,0.03473632,0.25209153,0.99924845,0.99924845,0.58683014,0.58683014,0.17366028,3.1547174e-08,True,0.3,0.26415887,0.28,0.24415886,4,0.99,99,100,0.6083288714289665,1.417707929015159,True,4,0.1514772176742553,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,4756,222,5972,0.0358411365837907,0.115199186,0.012690734,0.102508456,0.9903037,0.9903037,0.56865144,0.56865144,0.13730288,2.8219705e-07,True,0.7,0.6641588,0.34,0.30415887,5,0.99,99,100,0.6648361206054687,1.356415289640427,True,5,0.0498000383377075,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,30223,222,5972,0.0358411365837907,0.2882091,0.026353452,0.26185566,0.98544824,0.98544824,0.5684776,0.5684776,0.13695514,0.00010206462,True,0.7,0.6641588,0.28,0.24415886,6,0.94,94,100,0.5917163267731667,1.4166133016347875,True,6,0.0508806109428405,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,9720,222,5972,0.0358411365837907,0.32207206,0.0378122,0.28425986,0.9783542,0.9783542,0.5560016,0.5560016,0.11200321,1.0395923e-06,True,0.7,0.6641588,0.4,0.36415887,7,0.84,84,100,0.339760123938322,1.5814599603414534,True,7,0.0942309498786926,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,4512,222,5972,0.0358411365837907,0.18222128,0.012904296,0.16931698,0.9730148,0.9730148,0.55774397,0.55774397,0.11548793,4.173301e-06,True,0.4,0.36415887,0.36,0.32415888,8,0.9,90,100,0.4109160281717777,1.5400834500789642,True,8,0.0911635160446167,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,19359,222,5972,0.0358411365837907,1.4388196,0.35619807,1.0826216,0.92716324,0.92716324,0.6598122,0.6598122,0.31962442,2.4537298e-13,True,0.3,0.26415887,0.14,0.10415886,9,0.98,98,100,0.5800295442342758,1.2747002542018888,True,9,0.0518363118171691,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,7389,222,5972,0.0358411365837907,0.1233636,0.010081553,0.11328205,0.92603546,0.92603546,0.543067,0.543067,0.08613396,0.000104800085,True,0.6,0.5641589,0.38,0.34415886,10,0.94,94,100,0.5254606425762176,1.3353472858667372,True,10,0.0658742189407348,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,9109,222,5972,0.0358411365837907,0.33972058,0.014090168,0.3256304,0.92014045,0.92014045,0.53400403,0.53400403,0.068008065,0.00023502643,True,0.4,0.36415887,0.32,0.28415886,11,0.9,90,100,0.5052318409085274,1.353398734331131,True,11,0.0024470686912536,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,16190,222,5972,0.0358411365837907,0.14576295,0.012072615,0.13369033,0.91176677,0.91176677,0.54834986,0.54834986,0.096699715,1.6498929e-05,True,0.3,0.26415887,0.38,0.34415886,12,0.88,88,100,0.3753628775477409,1.4185720443725585,True,12,0.0632532835006713,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,19935,222,5972,0.0358411365837907,0.07187852,0.0049711154,0.066907406,0.8927696,0.8927696,0.5433762,0.5433762,0.086752415,3.5065976e-05,True,0.5,0.46415886,0.38,0.34415886,13,0.8,80,100,0.2397099070250988,1.46762623488903,True,13,0.0874611735343933,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,28603,222,5972,0.0358411365837907,0.07589034,0.004874309,0.07101603,0.87849015,0.87849015,0.5344317,0.5344317,0.06886339,0.0007060566,True,0.5,0.46415886,0.34,0.30415887,14,0.8,80,100,0.1856888771057128,1.4194912046194077,True,14,0.0762125849723815,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,28795,222,5972,0.0358411365837907,0.1015449,0.007241476,0.09430343,0.8491257,0.8491257,0.53596663,0.53596663,0.07193327,0.00020424959,True,0.5,0.46415886,0.32,0.28415886,15,0.88,88,100,0.4543767645955086,1.3031771957874294,True,15,0.0325924158096313,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,5366,222,5972,0.0358411365837907,0.0612683,0.0008473789,0.06042092,0.845204,0.845204,0.51945794,0.51945794,0.038915873,0.013655422,True,0.7,0.6641588,0.18,0.14415887,16,0.87,87,100,0.3724548391997814,1.2788242936134335,True,16,0.0276746153831481,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,8760,222,5972,0.0358411365837907,0.13128167,0.027875528,0.103406146,0.8251398,0.8251398,0.59457874,0.59457874,0.18915749,2.8055397e-10,True,0.2,0.16415887,0.1,0.064158864,17,0.94,94,100,0.5016805335879326,1.160117644071579,True,17,0.0891886949539184,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,29856,222,5972,0.0358411365837907,0.66878694,0.21008946,0.4586975,0.82080865,0.82080865,0.6359867,0.6359867,0.27197337,2.9917477e-13,True,0.0,-0.035841137,0.1,0.064158864,18,0.94,94,100,0.5084379315376282,1.1486476629972455,True,18,0.0353283882141113,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,2995,222,5972,0.0358411365837907,0.59955657,0.22683787,0.3727187,0.81569386,0.81569386,0.65964025,0.65964025,0.3192805,2.9774e-14,True,0.2,0.16415887,0.14,0.10415886,19,0.97,97,100,0.5711351543664932,1.0549043267965317,True,19,0.045146107673645,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,9578,222,5972,0.0358411365837907,0.15178068,0.034165297,0.11761539,0.7996065,0.7996065,0.5950479,0.5950479,0.19009578,3.311731e-10,True,0.1,0.064158864,0.08,0.04415886,20,0.92,92,100,0.4840350702404976,1.1259283393621444,True,20,0.0877549052238464,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,7382,222,5972,0.0358411365837907,0.37586218,0.09183154,0.28403065,0.7857487,0.7857487,0.59063244,0.59063244,0.18126488,9.014647e-08,True,0.3,0.26415887,0.28,0.24415886,21,0.9,90,100,0.4558486998081207,1.1451617807149883,True,21,0.1431591510772705,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,26642,222,5972,0.0358411365837907,0.1307186,0.030081788,0.10063682,0.78336513,0.78336513,0.5964222,0.5964222,0.19284439,4.2806264e-10,True,0.0,-0.035841137,0.14,0.10415886,22,0.89,89,100,0.4707721710205078,1.1108429104089736,True,22,0.0897809267044067,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,22730,222,5972,0.0358411365837907,0.29468432,0.04621175,0.24847257,0.7744757,0.7744757,0.5484668,0.5484668,0.0969336,9.894962e-05,True,0.5,0.46415886,0.26,0.22415885,23,0.76,76,100,0.3559059269726276,1.215577158331871,True,23,0.0139533877372741,True,60,performance_only_unstable,False,True,True,False,stable_core
SU,20778,222,5972,0.0358411365837907,0.1106243,0.028043304,0.082581,0.745809,0.745809,0.6000182,0.6000182,0.2000364,5.7026894e-10,True,0.0,-0.035841137,0.18,0.14415887,24,0.76,76,100,0.4008760906755924,1.1007750570774075,True,24,0.0881381034851074,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,20743,222,5972,0.0358411365837907,2.1121023,1.400147,0.7119553,0.7380782,0.7380782,0.6190194,0.6190194,0.23803878,3.6319131e-12,True,0.1,0.064158864,0.04,0.004158862,25,0.84,84,100,0.4960938856005669,0.9640000268816946,True,25,0.0917813777923584,True,60,performance_only_unstable,False,True,False,True,stable_core
SU,11872,222,5972,0.0358411365837907,0.25598255,0.029365554,0.226617,0.73193103,0.73193103,0.54922783,0.54922783,0.09845567,1.8766703e-05,True,0.1,0.064158864,0.3,0.26415887,26,0.72,72,100,0.4098918326199054,1.0775816649198533,True,26,0.0642290711402893,True,60,performance_only_unstable,False,True,False,True,stable_core
