representation,top_n,label,n_observations,n_features_mean,auc_mean,auc_std,auc_se,average_precision_mean,average_precision_std,average_precision_se,f1_mean,f1_std,f1_se,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_se
Top-n SAE,20,AF,5,20.0,0.9010846374878827,0.021786151205245533,0.009743063012603597,0.6066645691654955,0.06821555735283621,0.030506924672795473,0.47400398374130975,0.018787083971441285,0.008401839371827886,0.8335556344685999,0.02749593985932963,0.01229655812614141
Top-n SAE,20,GI,5,20.0,0.7055695907994834,0.04804371875592129,0.021485804206024327,0.38301667154276287,0.05076175189002661,0.022701345576615583,0.39274106605330655,0.041985386049141725,0.018776435453490444,0.680511229997986,0.03817059654853006,0.017070409724846414
Top-n SAE,20,QUC,5,20.0,0.8935042225883689,0.023457717286433515,0.010490610089887449,0.5973419713359203,0.07073616531953722,0.03163417482442967,0.5544607424296659,0.03895227961761374,0.017419989020712765,0.8008898699405549,0.025616073813852835,0.011455856472885446
Top-n SAE,20,QUO,5,20.0,0.936131845102478,0.0066315667646207445,0.002965726816604066,0.8148575754200345,0.02489811150348475,0.011134773966632278,0.7501131347454609,0.012466258272831496,0.005575080184624069,0.8651599387243272,0.007973855477342683,0.0035660165780194543
Top-n SAE,20,REC,5,20.0,0.8575628880562581,0.021198375209417083,0.009480201596160587,0.6093172673600693,0.034834211815870375,0.015578333112582509,0.5692179218614223,0.039484580535823335,0.01765804122823321,0.7826293330469316,0.02473387875779327,0.011061326849932761
Top-n SAE,20,RES,5,20.0,0.751679659484676,0.03968217193944682,0.01774640679028755,0.26215413897576006,0.030219200846689914,0.01351443746378357,0.3021834329741458,0.01637074953685363,0.007321221761405584,0.6899336596368502,0.03236866967201883,0.014475709145573985
Top-n SAE,20,SU,5,20.0,0.8300099315998303,0.06606288912691188,0.029544222175561338,0.31320442283030814,0.11605960771835094,0.051903434460038395,0.2312580483877821,0.04198362339142841,0.018775647168996837,0.7714583120893905,0.0721890559399856,0.03228392726266856
Top-n SAE,50,AF,5,50.0,0.9039759339283029,0.027969714888180536,0.01250843676025192,0.5730664521519525,0.06408198141604202,0.028658333315829634,0.4926696206761914,0.0486698384456291,0.021765813443671875,0.8437386898182357,0.026360406188617614,0.011788732030451025
Top-n SAE,50,GI,5,50.0,0.7373920378742965,0.03653709658266343,0.016339886331862136,0.41470801684611613,0.05604441727687687,0.025063825358092064,0.4030353719004781,0.04595385697412425,0.02055118960448892,0.6888392613924167,0.035854813927004084,0.01603476025227746
Top-n SAE,50,QUC,5,50.0,0.911953012329275,0.02015232139070792,0.009012392106809201,0.6684064535635026,0.0692292266988894,0.03096025138569201,0.6037797789319088,0.03165417096442034,0.01415617560956879,0.8285540062338568,0.022566894646840596,0.010092222094282335
Top-n SAE,50,QUO,5,50.0,0.9466303117265575,0.00747380005841573,0.003342384996171894,0.850313740742988,0.021859248473240386,0.009775753104644798,0.7695513112406088,0.011055003296298683,0.004943947772401621,0.8754528740742316,0.00812912820393893,0.0036354566523636436
Top-n SAE,50,REC,5,50.0,0.8724523105989302,0.01676467664371598,0.00749739131923039,0.6431236993473692,0.02772030383344028,0.012396896745704095,0.576682246039632,0.03541359635038027,0.01583744175343775,0.789564251634078,0.02536923027778838,0.011345464687596138
Top-n SAE,50,RES,5,50.0,0.7671717604990761,0.04417431870703139,0.01975535589773256,0.26640780987306834,0.057609101786613506,0.025763573543514474,0.3072055740718229,0.029508365387232057,0.013196542182150557,0.6959036452614163,0.04722946595929459,0.021121659285199004
Top-n SAE,50,SU,5,50.0,0.8523814843580142,0.05857288255907705,0.026194589408041622,0.35818139483968037,0.03377376241381249,0.015104085722642421,0.28926477644480086,0.021301326636329297,0.009526242873951849,0.8166934045951612,0.04860217231951254,0.021735552232117733
Top-n SAE,100,AF,5,100.0,0.9139769412016381,0.03034394403102277,0.013570224311763178,0.5762215758901379,0.06574047932970717,0.029400036130929005,0.4837836622093348,0.047085343639940616,0.02105720582456892,0.8360865415654903,0.03163508060541397,0.014147638141478168
Top-n SAE,100,GI,5,100.0,0.7518065290979408,0.03737248526285443,0.01671348350717032,0.4279398391005299,0.047673873017771165,0.02132040416368587,0.4095513311185684,0.032519429884206655,0.014543131162124839,0.6952476341002474,0.021747535224900704,0.00972579342118983
Top-n SAE,100,QUC,5,100.0,0.9115907921429385,0.02464596202351282,0.011022009291090587,0.651441025117594,0.07191846222776563,0.03216291407570698,0.6157713797194704,0.03851193096214431,0.01722305911522671,0.83656349147967,0.022171713115782195,0.00991549154090253
Top-n SAE,100,QUO,5,100.0,0.9539032032805927,0.0060097916648681506,0.0026876605386513637,0.8715255741520463,0.020710295038416423,0.009261925507995148,0.7863630764110214,0.014026472462601644,0.006272829182181231,0.8843446345680034,0.010528033129980857,0.004708279549601415
Top-n SAE,100,REC,5,100.0,0.8826979440630621,0.016709391149528068,0.007472666894595622,0.6617045305802255,0.03217091296301235,0.014387269656704959,0.5958980492223459,0.019793909104573862,0.008852105259655829,0.802964490509062,0.020181129267659904,0.009025275381039618
Top-n SAE,100,RES,5,100.0,0.7898857657375432,0.04612507864033074,0.02062776226146062,0.2696892758890654,0.0593586151389059,0.02654597970016834,0.3282288895946555,0.02735345980333065,0.012232839108011071,0.7147077382780977,0.03403975542749008,0.015223041414667047
Top-n SAE,100,SU,5,100.0,0.8545508311005211,0.040385658716735745,0.01806101564134561,0.3516235789862494,0.05631726460324789,0.025185846391941,0.27795664268451764,0.026470652549918136,0.011838035702079018,0.7694960199947725,0.03742132731311222,0.016735326336077695
Top-n SAE,200,AF,5,200.0,0.8740100027416734,0.034008043952627326,0.015208859611975068,0.5439871182913322,0.05185053436281532,0.02318826390098876,0.4717513270822741,0.03520597120553908,0.01574458896589712,0.8077819105557268,0.031588490234302,0.014126802294097504
Top-n SAE,200,GI,5,200.0,0.7553811959920919,0.034462398994426886,0.015412053363851782,0.4123977948471255,0.04555134900311095,0.02037118256755467,0.4023489178938247,0.02444603570639063,0.010932599523975307,0.6936733688221308,0.018038671702997108,0.008067139230340685
Top-n SAE,200,QUC,5,200.0,0.9041156675126532,0.013637786654775918,0.006099003604543682,0.6286565652575774,0.05933691648491833,0.02653627576710105,0.6244987096340687,0.023792504423422907,0.01064033144914761,0.8297777781483664,0.014278110017304054,0.0063853649177825125
Top-n SAE,200,QUO,5,200.0,0.9496254794606763,0.009988338098130614,0.004466920593934203,0.8672844872609937,0.02295028582460604,0.010263679841373784,0.7839851512355193,0.015769315099542977,0.0070522521042383915,0.8804934972283908,0.011472966087366341,0.005130866414980186
Top-n SAE,200,REC,5,200.0,0.8874493456677977,0.01230723183043762,0.005503961397541536,0.6635919430062709,0.040952938990023724,0.018314711092018925,0.6066810391301886,0.024111849963968635,0.010783147116541944,0.8065946130967736,0.01643432369416186,0.007349652988876277
Top-n SAE,200,RES,5,200.0,0.7859444904475088,0.043657926567778116,0.01952441831244919,0.2648408018200721,0.060482897035952804,0.027048773849702203,0.326762255212434,0.03833086735479514,0.017142085008369896,0.703604129036897,0.04060677680619962,0.018159902657164828
Top-n SAE,200,SU,5,200.0,0.8072123619665355,0.04033269610526932,0.018037330041444644,0.3419387038145322,0.041501511842265526,0.018560040329663647,0.318506233335177,0.032859197843881756,0.014695080013006826,0.7577896084608844,0.03152950656254211,0.014100423994173975
