label,fold,step_k,latent_added,selected_latents,n_selected,full_auc,full_average_precision,full_precision_lift_at_50,auc,average_precision,balanced_accuracy,f1,precision_at_50,precision_lift_at_50,is_sufficient
RES,1,23,24943,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943",23,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9179519380453409,0.44699691252683166,0.5,0.0,0.52,0.4373306772908367,True
RES,1,24,23990,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990",24,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9196787148594378,0.452638447867117,0.5,0.0,0.48,0.39733067729083665,True
RES,1,25,7851,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851",25,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9210915322527896,0.45621544297707056,0.5,0.0,0.52,0.4373306772908367,True
RES,1,26,5860,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860",26,0.854348992059443,0.41189333737103634,0.39733067729083665,0.922334288293238,0.4695573474687586,0.5,0.0,0.52,0.4373306772908367,True
RES,1,27,5332,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332",27,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9232630849129416,0.47089457617434544,0.5,0.0,0.52,0.4373306772908367,True
RES,1,28,3293,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293",28,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9243096163154245,0.468671250444103,0.5,0.0,0.52,0.4373306772908367,True
RES,1,29,8089,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089",29,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9252384129351281,0.4692761800439181,0.5,0.0,0.52,0.4373306772908367,True
RES,1,30,16735,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735",30,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9260494747720524,0.4705313221339495,0.5,0.0,0.52,0.4373306772908367,True
RES,1,31,12340,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340",31,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9267689651112594,0.4763673044091186,0.5,0.0,0.56,0.4773306772908367,True
RES,1,32,19435,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435",32,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9274753738079353,0.4783114791620029,0.5,0.0,0.56,0.4773306772908367,True
RES,1,33,5418,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418",33,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9281556192195493,0.47879942754169186,0.5,0.0,0.56,0.4773306772908367,True
RES,1,34,31206,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206",34,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9285480684954803,0.47929104889590335,0.5,0.0,0.56,0.4773306772908367,True
RES,1,35,23183,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183",35,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9288620279162252,0.47801881872076757,0.5,0.0,0.54,0.4573306772908367,True
RES,1,36,19403,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403",36,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9291498240519079,0.47817489316542333,0.5,0.0,0.54,0.4573306772908367,True
RES,1,37,5628,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628",37,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9294114569025287,0.47605564146943413,0.5,0.0,0.54,0.4573306772908367,True
RES,1,38,19079,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079",38,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9297646612508667,0.49065468270073004,0.5,0.0,0.54,0.4573306772908367,True
RES,1,39,30498,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498",39,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9300655390290805,0.49232390046091595,0.5,0.0,0.56,0.4773306772908367,True
RES,1,40,17442,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442",40,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9303140902371702,0.49406299236394363,0.5,0.0,0.56,0.4773306772908367,True
RES,1,41,21859,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859",41,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9305495598027288,0.4941955517115931,0.5,0.0,0.56,0.4773306772908367,True
RES,1,42,28548,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548",42,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9306803762280392,0.4940849443665399,0.5,0.0,0.56,0.4773306772908367,True
RES,1,43,7140,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140",43,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9309158457935979,0.5034224974143665,0.5,0.0,0.54,0.4573306772908367,True
RES,1,44,28066,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066",44,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9328780921732532,0.5110285351438102,0.5,0.0,0.56,0.4773306772908367,True
RES,1,45,1107,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107",45,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9340292767159845,0.5146678659033479,0.5,0.0,0.56,0.4773306772908367,True
RES,1,46,21125,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125",46,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9342647462815431,0.5150784581871881,0.5,0.0,0.56,0.4773306772908367,True
RES,1,47,27061,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061",47,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9343693994217914,0.51571351904997,0.5,0.0,0.56,0.4773306772908367,True
RES,1,48,12593,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593",48,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9345002158471017,0.5105907918524617,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,49,18659,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659",49,0.854348992059443,0.41189333737103634,0.39733067729083665,0.934578705702288,0.5108697466286255,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,50,9827,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827",50,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9346310322724122,0.5109138190821103,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,51,31246,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246",51,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9346702772000053,0.5109343383046722,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,52,11733,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733",52,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347095221275984,0.5110838943152489,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,53,16286,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286",53,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347356854126604,0.5111411661462308,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,54,26673,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673",54,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347487670551915,0.5111751274949816,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,55,14836,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836",55,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347487670551915,0.5111751274949816,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,56,93,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93",56,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347487670551915,0.51091349318777,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,57,13966,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966",57,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347618486977225,0.5112619689023488,0.5060240963855421,0.023809523809523808,0.58,0.49733067729083663,True
RES,1,58,14833,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833",58,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347618486977225,0.5112619689023488,0.5060240963855421,0.023809523809523808,0.58,0.49733067729083663,True
RES,1,59,30030,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030",59,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347487670551915,0.511236392206136,0.5060240963855421,0.023809523809523808,0.58,0.49733067729083663,True
RES,1,60,9993,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993",60,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9347618486977225,0.5116986247632415,0.5060240963855421,0.023809523809523808,0.58,0.49733067729083663,True
RES,1,61,11896,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896",61,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9351673796161846,0.5089717266881849,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,62,24744,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744",62,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9354420941093363,0.5103011365053243,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,63,2071,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071",63,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9354813390369294,0.5086850093789338,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,64,32486,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486",64,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9354944206794605,0.5054039296878169,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,65,22547,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547",65,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9355075023219915,0.5037661457829307,0.5060240963855421,0.023809523809523808,0.56,0.4773306772908367,True
RES,1,66,6573,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547,6573",66,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9355990738197087,0.5022221466663229,0.5060240963855421,0.023809523809523808,0.54,0.4573306772908367,True
RES,1,67,22120,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547,6573,22120",67,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9355598288921156,0.502190227341317,0.5060240963855421,0.023809523809523808,0.54,0.4573306772908367,True
RES,1,68,1976,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547,6573,22120,1976",68,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9354420941093363,0.4967345404769246,0.5,0.0,0.54,0.4573306772908367,True
RES,1,69,32535,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547,6573,22120,1976,32535",69,0.854348992059443,0.41189333737103634,0.39733067729083665,0.935324359326557,0.5002826786975155,0.5,0.0,0.54,0.4573306772908367,True
RES,1,70,9069,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547,6573,22120,1976,32535,9069",70,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9352066245437777,0.5000988422672057,0.5,0.0,0.54,0.4573306772908367,True
RES,1,71,6835,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547,6573,22120,1976,32535,9069,6835",71,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9351281346885915,0.5047775482915879,0.5,0.0,0.56,0.4773306772908367,True
RES,1,72,29091,"13430,31585,8104,29759,2068,16320,28670,21803,20028,2462,11660,29484,846,28269,6623,27508,7857,6885,14602,983,21203,4915,24943,23990,7851,5860,5332,3293,8089,16735,12340,19435,5418,31206,23183,19403,5628,19079,30498,17442,21859,28548,7140,28066,1107,21125,27061,12593,18659,9827,31246,11733,16286,26673,14836,93,13966,14833,30030,9993,11896,24744,2071,32486,22547,6573,22120,1976,32535,9069,6835,29091",72,0.854348992059443,0.41189333737103634,0.39733067729083665,0.9350234815483432,0.5051636748825227,0.5,0.0,0.56,0.4773306772908367,True
