label,step_k,auc_mean,auc_std,average_precision_mean,f1_mean,precision_lift_at_50_mean,n_folds
AF,45,0.9843415627933592,0.008388207627623816,0.7834912280954278,0.5219297277645901,0.6831901029977796,5
AF,46,0.9844248995203919,0.008367192472843928,0.7850497091472458,0.5241444529301351,0.6871901029977796,5
AF,47,0.9844685560696576,0.008356762119771634,0.7861678077161282,0.5316839535192841,0.6831901029977796,5
AF,48,0.984504264052787,0.008369716684656482,0.7862170799793718,0.5444112335516049,0.6871901029977796,5
AF,49,0.9845320360003633,0.008372238417830856,0.7867879579163813,0.5444112335516049,0.6871901029977796,5
AF,50,0.9845478997177487,0.008372930556693114,0.7867566147460276,0.5417866523489951,0.6871901029977796,5
AF,51,0.984575667488464,0.008391715412039017,0.7869359588053435,0.5374708432816236,0.6871901029977796,5
AF,52,0.9845756507810208,0.008410058009539503,0.7872555699917717,0.5388462620790138,0.6911901029977796,5
AF,53,0.9845756298967168,0.008439919761251616,0.7878615500893534,0.5431032037526938,0.6911901029977796,5
AF,54,0.98469861338663,0.008401476607024234,0.7884283995401851,0.5547955114450015,0.6911901029977796,5
AF,55,0.9847541489280609,0.00841930963464313,0.7891614090736503,0.5453981396139832,0.6871901029977796,5
AF,56,0.9847977804161614,0.008455807307417306,0.7893869684588978,0.5472952800055604,0.6871901029977796,5
AF,57,0.9847977637087183,0.0085141175083107,0.7896385670552922,0.5467031685542129,0.6871901029977796,5
AF,58,0.9847580334086212,0.008568841711722149,0.7895539814671579,0.5428070646581089,0.6871901029977796,5
AF,59,0.9847341960639351,0.0086345465575797,0.7928609871788417,0.5428070646581089,0.6911901029977796,5
AF,60,0.9847143100295825,0.00868663749261234,0.7924354506634609,0.5488613876935641,0.6871901029977796,5
AF,61,0.9846586951277964,0.008764795838570642,0.7920392922783149,0.5459878244751732,0.6871901029977796,5
AF,62,0.9845911678189582,0.008849715529205398,0.7919279515818838,0.5527075415397179,0.6911901029977796,5
AF,63,0.9845236405101201,0.00893495125000444,0.79306507246938,0.5490074441687345,0.6871901029977796,5
AF,64,0.9845037795369324,0.008943819021156502,0.7891013636743318,0.5503198356847584,0.6871901029977796,5
AF,65,0.9844600853959194,0.008995534216012383,0.7899141217395051,0.5516830294530154,0.6831901029977796,5
AF,66,0.9844283078388191,0.009043746828968208,0.7891132522366303,0.5478868256568117,0.6791901029977796,5
AF,67,0.9843488681229292,0.009153959603914857,0.7896574392843344,0.5410739300990799,0.6831901029977796,5
AF,68,0.9842853088318678,0.009233336358670994,0.7896289871718245,0.54531205373902,0.6831901029977796,5
AF,69,0.9842257259123046,0.009270024796922714,0.790870773127611,0.5477662661932324,0.6831901029977796,5
AF,70,0.9841581944266057,0.00933078511752855,0.7939234856882655,0.5415169876939541,0.6911901029977796,5
AF,71,0.9840866949231302,0.00937312460463881,0.7919863420109237,0.5415169876939541,0.6871901029977796,5
AF,72,0.9840469771536154,0.009384069771153782,0.7928978354077589,0.5450685865144207,0.6831901029977796,5
AF,73,0.9840271245341496,0.009368098216548805,0.7911614628671035,0.5586099016287696,0.6831901029977796,5
AF,74,0.9840310800213438,0.009361544647431485,0.7886105632198398,0.5789229219417897,0.6871901029977796,5
AF,75,0.9842495214883826,0.008986647882662324,0.788700640433299,0.5950988074517426,0.6871901029977796,5
AF,76,0.9844520282314024,0.008698665421511738,0.7896276096530733,0.600069934140128,0.6831901029977796,5
AF,77,0.9845751286734185,0.008517511846849892,0.7902895032718796,0.6052886450299301,0.6871901029977796,5
AF,78,0.9845711230638944,0.008563692702298908,0.7901766068187221,0.6076041802686879,0.6871901029977796,5
AF,79,0.9845393329762118,0.008631500795195512,0.791952880372139,0.6076041802686879,0.6951901029977796,5
AF,80,0.9845075595959724,0.008641318691658325,0.7908632203764745,0.6069304660245946,0.6951901029977796,5
AF,81,0.9844360600924966,0.008703367008164462,0.7920568532504734,0.6120486247131323,0.6911901029977796,5
AF,82,0.9843407441286389,0.008766920578111148,0.790291399934154,0.6086398677339963,0.6871901029977796,5
AF,83,0.9843328080930854,0.008729724852323954,0.7895849532703607,0.6048937070459215,0.6831901029977796,5
AF,84,0.9842136840225676,0.008785770588257604,0.7910056950997086,0.607088828997141,0.6831901029977796,5
AF,85,0.9841422012265351,0.008850789034037883,0.7886915467531109,0.6060309460687443,0.6751901029977796,5
AF,86,0.9841501330852278,0.009037415504158796,0.7894413090647585,0.6210333840096391,0.6911901029977796,5
AF,87,0.9840548129445092,0.0091888963849043,0.7896062744819892,0.6263131544544025,0.6911901029977796,5
AF,88,0.9839594928037909,0.009302275932433126,0.7866037727551227,0.6239369168306401,0.6871901029977796,5
AF,89,0.9838244507166971,0.009434833460614878,0.7899882769684577,0.6394603533731967,0.6831901029977796,5
AF,90,0.9836735282047748,0.00956587257218288,0.7915738727319227,0.6440065316002089,0.6831901029977796,5
AF,91,0.9835027530733864,0.009714871687347358,0.7916732036229708,0.6518845607824374,0.6911901029977796,5
AF,92,0.983463056188176,0.009929872039004613,0.7918617242914492,0.6503694092672859,0.6951901029977796,5
AF,93,0.9832803770034573,0.010095901164494447,0.7902467522849467,0.6481654121718214,0.6951901029977796,5
AF,94,0.9832802475207719,0.01014091061311235,0.7929781417149331,0.6633540845633314,0.6991901029977796,5
AF,95,0.9833239917841148,0.01018821222893198,0.7950161662762939,0.6719437340153454,0.6951901029977796,5
AF,96,0.98353056261271,0.009964098237148786,0.7959818728964559,0.6673847799236968,0.7071901029977796,5
AF,97,0.9838920908007773,0.009266855269554248,0.7959089191445127,0.6715110148657175,0.6951901029977796,5
AF,98,0.9839596974699709,0.00902604478209473,0.7951150657906818,0.6822794091497689,0.6951901029977796,5
AF,99,0.9840590482813785,0.008771688918655516,0.79595441790978,0.6937419701269508,0.6951901029977796,5
AF,100,0.9840432179788797,0.008684987999567302,0.7958701736021918,0.6894294955358387,0.6871901029977796,5
AF,101,0.9841624548246397,0.008483044583445223,0.7975332837793917,0.6942830915300215,0.6871901029977796,5
AF,102,0.9844286503414061,0.008458895955444126,0.8035434948439975,0.703980937328883,0.7071901029977796,5
AF,103,0.9847186414342506,0.008587255216835664,0.812394326347043,0.7045523536863152,0.7111901029977796,5
AF,104,0.9850283765481794,0.008618033706009842,0.8150297469171696,0.7103426940791354,0.7031901029977796,5
AF,105,0.9850562487404154,0.008646913477353786,0.8141231496779072,0.7123747668145084,0.6991901029977796,5
AF,106,0.9850324991098066,0.008728365122871097,0.8168885924970649,0.6986288226390551,0.7071901029977796,5
AF,107,0.9850405019751332,0.00876988803244418,0.8228826079166882,0.7016847244476206,0.7151901029977796,5
AF,108,0.9851238094641401,0.008771847775417415,0.8222105860117022,0.7136917214008541,0.7071901029977796,5
AF,109,0.9854653513731952,0.008341850924698444,0.8251469611053294,0.7035134410744167,0.7031901029977796,5
AF,110,0.9854971163997132,0.00831913851644761,0.82326588195081,0.7018494383417117,0.7031901029977796,5
AF,111,0.9853819854081367,0.008435108549170334,0.8249893922564411,0.6932730277852229,0.7031901029977796,5
AF,112,0.9853105903261815,0.008471683181061108,0.8226510775829647,0.7052884129492845,0.7031901029977796,5
AF,113,0.9851915038474109,0.008626914122371074,0.8207496219794482,0.6967164962569343,0.7031901029977796,5
AF,114,0.9852271575313498,0.008651928600304988,0.8244150113659001,0.7057917028417899,0.7031901029977796,5
AF,115,0.9851994565904075,0.008834091254825998,0.8230701473562554,0.6956236193549625,0.6991901029977796,5
AF,116,0.9850724382529444,0.008975646791552992,0.8240096990646026,0.7206716072738055,0.6911901029977796,5
AF,117,0.9849057397377141,0.009090037078292158,0.8203304426708702,0.7183682626369569,0.6871901029977796,5
AF,118,0.9847072553116618,0.009210899232145799,0.8187702332615663,0.7203616181186845,0.6911901029977796,5
AF,119,0.9844809655231467,0.009399937967055209,0.8173818355114177,0.7118592824507339,0.6951901029977796,5
AF,120,0.9844135969350194,0.009295754703410427,0.8155130138816048,0.7111749558380158,0.6911901029977796,5
AF,121,0.9844852217443197,0.008963006212511794,0.8122431751788215,0.6976143992554421,0.6871901029977796,5
AF,122,0.9845012358286944,0.008752660898424428,0.807960327505936,0.6989471531305688,0.6831901029977796,5
AF,123,0.9843861131908398,0.008850484553694471,0.80620425000435,0.6904082041289202,0.6871901029977796,5
AF,124,0.9842749251558752,0.008919714741353571,0.8045366368823977,0.6970455454613045,0.6871901029977796,5
AF,125,0.9841995369949783,0.009039841941165508,0.8077951150829614,0.6964462131006248,0.6991901029977796,5
AF,126,0.9840050289404244,0.009208420760153645,0.8066646792323571,0.6866668649459985,0.7071901029977796,5
AF,127,0.983905749135651,0.009442307901699873,0.8085776709471961,0.6928698625492921,0.7071901029977796,5
AF,128,0.9839254722724314,0.009400192039588104,0.810103580777986,0.695603637591548,0.7191901029977796,5
AF,129,0.9837745957059782,0.009491450247539746,0.8063982885463048,0.6966131917371317,0.7031901029977796,5
AF,130,0.9835601974402108,0.009621538396575811,0.8060923691857337,0.689003040580463,0.7071901029977796,5
AF,131,0.9834252305366118,0.00979514016081176,0.8045907226500038,0.6959938289129817,0.7071901029977796,5
AF,132,0.983377685329925,0.009727791521526991,0.8053352089694824,0.6969010725681184,0.7111901029977796,5
AF,133,0.9833499843889826,0.009702794017104078,0.8053439382893899,0.696755497046894,0.7151901029977796,5
AF,134,0.9831713859972829,0.009815053635903955,0.8012338825866344,0.6868440045728557,0.6911901029977796,5
AF,135,0.9829769531262237,0.009937269014992629,0.7975208538724805,0.6845648302918901,0.7071901029977796,5
AF,136,0.9830641200346262,0.009643038902200425,0.7943036579451073,0.6800192528802154,0.6951901029977796,5
AF,137,0.9827782431496873,0.00986917434357938,0.7943233614483706,0.6773699606189064,0.6991901029977796,5
AF,138,0.9825518990619816,0.010110832912248615,0.7903433191255673,0.6759816965195824,0.7031901029977796,5
AF,139,0.9827067436462116,0.009974606815138731,0.7885636097946123,0.6677484163483142,0.7031901029977796,5
AF,140,0.9825399490631824,0.010115029911740063,0.7881801706565434,0.6747924179507209,0.6911901029977796,5
AF,141,0.9824169279815218,0.010055832134909322,0.7848268902860323,0.6631348113549251,0.6871901029977796,5
AF,142,0.9821389746015535,0.010165323412681837,0.7802555481711912,0.6620397575134417,0.6831901029977796,5
AF,143,0.981928519292398,0.010346171471735418,0.7825819658028055,0.6689904406206927,0.6751901029977796,5
AF,144,0.9816267953975171,0.010440178173814702,0.7811163475300609,0.6682786798813963,0.6831901029977796,5
AF,145,0.9812893217508982,0.010591172695869587,0.7840606972052738,0.6634220393424727,0.6751901029977796,5
AF,146,0.9809994810250433,0.010741668710089892,0.7781813847905739,0.6691853512423377,0.6631901029977796,5
AF,147,0.9808923361913504,0.010782676090859407,0.7837320796648646,0.6762671562036978,0.6591901029977796,5
AF,148,0.9806423218333913,0.010871683760942934,0.7837170877696602,0.6665021809458034,0.6631901029977796,5
AF,149,0.9804636983805265,0.010848004075261283,0.7811012855136463,0.6681575207516287,0.6671901029977796,5
AF,150,0.9802731249288629,0.010817109102615413,0.7826161815638948,0.677006712144399,0.6631901029977796,5
AF,151,0.9801023414437526,0.010670525671315075,0.7779217618651402,0.6645413864839473,0.6591901029977796,5
AF,152,0.9797847538314866,0.010721875806672068,0.7695446485914282,0.6630714713686385,0.6591901029977796,5
AF,153,0.9795982361116767,0.010920798215144571,0.7750834884688158,0.6561424584346589,0.6591901029977796,5
AF,154,0.9792687569766627,0.011055898613219733,0.7747908764762643,0.6602679186717182,0.6511901029977796,5
AF,155,0.9793320573023536,0.010903252249771109,0.7784369374401288,0.6604774982537713,0.6671901029977796,5
AF,156,0.9795187295660137,0.010403019976017716,0.7799608604736923,0.6570205215903752,0.6551901029977796,5
AF,157,0.979479086979994,0.01011908099226629,0.7846065530176247,0.654147552578655,0.6511901029977796,5
AF,158,0.9792725579200068,0.010160643419718668,0.7819084067839697,0.6534462945730491,0.6551901029977796,5
AF,159,0.9788834791579866,0.010308841406933732,0.781446756225258,0.6513415349461656,0.6471901029977796,5
AF,160,0.9785380318840671,0.01057183403721717,0.7695584022306114,0.6507201116729878,0.6471901029977796,5
AF,161,0.9785104604258101,0.010998514733184908,0.7736287485634338,0.6472645823215476,0.6551901029977796,5
AF,162,0.9784548747620494,0.010913699805673164,0.767993384903007,0.6508378368464811,0.6511901029977796,5
AF,163,0.9780301632003943,0.01106878169983829,0.765817265121113,0.6515743616287095,0.6591901029977796,5
AF,164,0.9775895127378591,0.011083964656825847,0.7637747384658656,0.6488214795430697,0.6631901029977796,5
AF,165,0.9771289511798067,0.01121204154717085,0.7562223742328117,0.6456523840075619,0.6511901029977796,5
AF,166,0.9766803229131098,0.011440934210860983,0.7558387676286079,0.634922689189915,0.6551901029977796,5
AF,167,0.976406237306259,0.011835164957507027,0.7567069331322449,0.6329554709856016,0.6471901029977796,5
AF,168,0.9760886455171318,0.012168868452606238,0.7559015158736023,0.6340537704687095,0.6511901029977796,5
AF,169,0.9755765122585643,0.012435420120651611,0.7521743545162263,0.62357284626738,0.6391901029977796,5
AF,170,0.9752868093691165,0.01283490656211494,0.7519238771760364,0.6221850025546299,0.6471901029977796,5
AF,171,0.9748144231180891,0.013284811950300346,0.7502068378540272,0.627931000228638,0.6591901029977796,5
AF,172,0.9744333430445348,0.013480030105109297,0.7478839927407817,0.6163073864740645,0.6311901029977796,5
AF,173,0.9738378772357953,0.01375795493732503,0.7477170867777136,0.6120080879703336,0.6471901029977796,5
AF,174,0.9732185239600399,0.014151365888596626,0.7461554610624911,0.6119295392851288,0.6511901029977796,5
AF,175,0.9724324679921935,0.014410953208994196,0.7411317412474636,0.5987697751415892,0.6511901029977796,5
AF,176,0.9716980797926607,0.014596685703228082,0.723872498237768,0.5958014004087667,0.6391901029977796,5
AF,177,0.9711106627947167,0.014564867351173148,0.719847689274622,0.5935481811839514,0.6271901029977796,5
AF,178,0.9702015523303229,0.014853774935591929,0.7107323349608821,0.5869743960911725,0.6231901029977795,5
AF,179,0.9693757660623794,0.01519202702080399,0.7019198899779334,0.5865629249081068,0.6231901029977795,5
AF,180,0.968815974821883,0.015873871900356856,0.697593143759177,0.5863201945094528,0.6231901029977795,5
AF,181,0.9679862790122143,0.016493068319688883,0.7028301936760011,0.5831296531813612,0.6311901029977796,5
AF,182,0.9670771810784027,0.017081231266230745,0.7012499236575145,0.5812459177721253,0.6191901029977795,5
AF,183,0.9658781672352419,0.017840365726919223,0.693165072881376,0.576429899287042,0.6151901029977795,5
AF,184,0.9646949836945797,0.018500421438669794,0.690843284586095,0.5737820193825465,0.6191901029977795,5
AF,185,0.9633689515139554,0.019229185378205487,0.687196488307052,0.5726660607186155,0.6151901029977795,5
AF,186,0.9618007491199876,0.02001893304315571,0.6837887988008159,0.5688110136549607,0.6151901029977795,5
AF,187,0.9598197976937464,0.021031587050893395,0.6751151088919223,0.5604544542714436,0.5991901029977795,5
AF,188,0.9578190312397863,0.02193720723676399,0.6685758255561595,0.5630796846156054,0.6031901029977795,5
AF,189,0.9555799456381564,0.023219648193768285,0.6646072902699295,0.5615117003429632,0.5991901029977795,5
AF,190,0.9533570286647516,0.02439656906487084,0.6560961682023322,0.5525816459414271,0.5951901029977795,5
AF,191,0.9511062478528324,0.025290517483765023,0.6493324882556615,0.5499277712186676,0.5831901029977795,5
AF,192,0.9484821183367321,0.026388085233336935,0.6443094396376081,0.549027627695472,0.5831901029977795,5
AF,193,0.944583891727414,0.02786284517945255,0.6359227006687944,0.5481602014224952,0.5751901029977795,5
AF,194,0.9404117173476516,0.02926160809832372,0.628331805410834,0.540926650477634,0.5791901029977796,5
AF,195,0.9351044768638458,0.030604071193473113,0.6160360030056978,0.5380182529420571,0.5591901029977795,5
AF,196,0.9291222807330808,0.03280531289980725,0.60847463566513,0.5209908203984797,0.5471901029977796,5
AF,197,0.9212786874632567,0.03467570794238816,0.5952875885943323,0.5128027800458471,0.5551901029977796,5
AF,198,0.9118234482701009,0.03802357591067044,0.602972398614211,0.5169077006093629,0.5631901029977796,5
AF,199,0.9030541289835504,0.03797256159300253,0.582075077062948,0.5065846416385291,0.5511901029977796,5
AF,200,0.8882062742714771,0.04080400488454366,0.5669006985088316,0.49717535162600185,0.5391901029977795,5
GI,1,0.7567392895965795,0.016792625194692212,0.20414716705049013,0.0,0.03163341052539592,5
GI,2,0.7866481647271751,0.014719273361348225,0.27164511808911995,0.0,0.23563341052539594,5
GI,3,0.8078419273639964,0.013645728527314507,0.32816934407238013,0.003278688524590164,0.3676334105253959,5
GI,4,0.8232780596990565,0.013414040460244839,0.35215530078418494,0.01943436646846638,0.4276334105253959,5
GI,5,0.8367964834196394,0.013514775118627089,0.3906136866218807,0.03150154204098546,0.4316334105253959,5
GI,6,0.847557335011851,0.012980227586055302,0.42274197921907425,0.05353264394629307,0.4476334105253959,5
GI,7,0.856630778608908,0.01225966132373925,0.4483811088310066,0.089535803864386,0.47963341052539593,5
GI,8,0.8642426618385937,0.011585654706750971,0.47269639261022744,0.09531066526030005,0.5116334105253959,5
GI,9,0.8702555043837714,0.011905575382724338,0.4912195291348727,0.1418223441562522,0.5316334105253959,5
GI,10,0.8752023247580748,0.012238596107242247,0.5081640531020565,0.1680597986638507,0.5516334105253959,5
GI,11,0.87974445688349,0.012175544166642759,0.5188858984662097,0.19802068204508724,0.567633410525396,5
GI,12,0.8833263268462044,0.01243669543540342,0.5261775034898863,0.22022175183706358,0.563633410525396,5
GI,13,0.8864325173926444,0.012553177224378828,0.5428688750448754,0.2574083675837528,0.5796334105253959,5
GI,14,0.889574732887892,0.012597686090265247,0.5495054790859786,0.2626059607834518,0.591633410525396,5
GI,15,0.89289045778765,0.0129829222357417,0.5587116874103965,0.2881042148949464,0.5836334105253959,5
GI,16,0.8961595191817574,0.013311017105279224,0.5782076280733162,0.3148591348803964,0.6156334105253959,5
GI,17,0.8987877495372605,0.013320900207698941,0.5783468572918854,0.33919940406884364,0.6156334105253959,5
GI,18,0.9010110835482574,0.013226309610071532,0.5824185858904395,0.36015760885961356,0.6196334105253959,5
GI,19,0.9030375968825176,0.013067744945854356,0.5907207944061831,0.38091009812301035,0.6236334105253959,5
GI,20,0.9053881440636304,0.012553662692838892,0.5943955729392708,0.39570813150295536,0.6236334105253959,5
GI,21,0.9070607858654072,0.012345114321159962,0.597927395561445,0.4109433597303611,0.6196334105253959,5
GI,22,0.9086914276893834,0.011850660895013137,0.6036763202683236,0.4139552608674206,0.6236334105253959,5
GI,23,0.9101061614491334,0.011546140293459455,0.6094298284217902,0.4225569994897425,0.6196334105253959,5
GI,24,0.9113877878709988,0.011251168960897383,0.6145998212062566,0.4254449608327942,0.6316334105253959,5
GI,25,0.9126832792337787,0.010788415575379347,0.6179735901696155,0.42885039193341046,0.6356334105253959,5
GI,26,0.913851132215254,0.010329063144446787,0.6218206349901564,0.4329044292933837,0.6356334105253959,5
GI,27,0.9148629527467168,0.009973004651397178,0.6223805075250428,0.4363474953668419,0.6236334105253959,5
GI,28,0.9158393495888164,0.009594184561514368,0.6257600814756226,0.45238673942848695,0.6316334105253959,5
GI,29,0.9166163360726612,0.009404682305866165,0.630816729290754,0.4639947595669735,0.6236334105253959,5
GI,30,0.9175430168448363,0.0092023216780351,0.6342791333569743,0.4765582803281088,0.6276334105253959,5
GI,31,0.9186568395660041,0.009228146575325467,0.6334031076576372,0.48357832835797493,0.6196334105253959,5
GI,32,0.9194876674217323,0.009178007869281836,0.6372276686170875,0.487424880037101,0.6236334105253959,5
GI,33,0.9201556061776532,0.00912330068952456,0.6385348944662218,0.48897192117957144,0.6276334105253959,5
GI,34,0.9207822792860518,0.009118631895508022,0.6373967226797224,0.5005498233346298,0.6356334105253959,5
GI,35,0.9213246075583003,0.00908074416451942,0.6394266768650827,0.5007092412784643,0.6396334105253959,5
GI,36,0.9218220073393553,0.00898823497823465,0.6420464812080044,0.5109557687693362,0.6396334105253959,5
GI,37,0.9224193626297581,0.008767062594035887,0.6464443815299212,0.522244168649312,0.6396334105253959,5
GI,38,0.9229264069688539,0.008646808268262135,0.6497741067773285,0.5261180290111108,0.6396334105253959,5
GI,39,0.9233488369343851,0.008582027070922652,0.6528113563133013,0.5329125866014447,0.6436334105253959,5
GI,40,0.9237204922058799,0.008520426734568381,0.6536526424933724,0.5339623808985081,0.6476334105253959,5
GI,41,0.9240489958107732,0.008470653434463918,0.6539420383964316,0.5353548549611964,0.6436334105253959,5
GI,42,0.9243043448391216,0.00842165598510434,0.6565854256647948,0.5380815634110239,0.6476334105253959,5
GI,43,0.9246926934965058,0.008315545586172438,0.6586715969978074,0.5425715740410872,0.6436334105253959,5
GI,44,0.925111772602617,0.008068343664480723,0.6604827315607302,0.5390826867612757,0.6396334105253959,5
GI,45,0.925434602444942,0.007959659781087473,0.6624625289638356,0.5442468796635463,0.6436334105253959,5
GI,46,0.9256804990933037,0.007903174307562573,0.6649274358925752,0.5496139885649742,0.6476334105253959,5
GI,47,0.9259450835983024,0.0078620171366913,0.6624448932807223,0.5489168163214102,0.6436334105253959,5
GI,48,0.9261927975018679,0.00785384944267702,0.660463940122053,0.5531928440389473,0.6516334105253959,5
GI,49,0.9266689626160733,0.007729291423827814,0.6606633096684255,0.5516919481322471,0.6516334105253959,5
GI,50,0.9269579498075917,0.007757771257927465,0.660047846234572,0.5492119543078731,0.639633410525396,5
GI,51,0.9271586973473251,0.007751848177299794,0.6595449748398886,0.5349489405462562,0.6396334105253959,5
GI,52,0.9273257555754503,0.007736942073176838,0.6591328548251987,0.5341249928557807,0.635633410525396,5
GI,53,0.9274664085814092,0.007768138002977372,0.6608675090148812,0.5338387379273322,0.635633410525396,5
GI,54,0.9275995470116015,0.007805179090277943,0.6637252747664361,0.5330455044513182,0.635633410525396,5
GI,55,0.9277064419420761,0.007818824044337128,0.6643506193856472,0.5370964330093717,0.639633410525396,5
GI,56,0.9278020515320305,0.007857076640402855,0.6640704000081348,0.5371428716095802,0.6396334105253959,5
GI,57,0.9278939669737717,0.007868181217095689,0.6654706081480642,0.5369387410081661,0.6436334105253959,5
GI,58,0.9279708468969547,0.00789453376855153,0.6661473054561224,0.5378479112337515,0.6436334105253959,5
GI,59,0.9280458995899276,0.007907368849822115,0.6680544333480907,0.5348824697118155,0.6476334105253959,5
GI,60,0.9280984164082662,0.007920761631879106,0.6686280365284214,0.5365028105225536,0.6476334105253959,5
GI,61,0.9281471894155926,0.007937162613901174,0.6686268490755036,0.5351170690727345,0.6476334105253959,5
GI,62,0.9281828215189248,0.007951087425320622,0.6687940450903015,0.5396975660214188,0.6476334105253959,5
GI,63,0.9282128513826091,0.007958951481227309,0.6685114982306033,0.5366383880974457,0.6436334105253959,5
GI,64,0.9282428677694229,0.00797251809124448,0.6679431506044231,0.5387216284089951,0.6436334105253959,5
GI,65,0.9282709852969887,0.007997741915364683,0.6693958195606383,0.5448989014952526,0.6436334105253959,5
GI,66,0.9283365522892078,0.008008590037884188,0.6699869082808901,0.5449869241357883,0.6476334105253959,5
GI,67,0.9283609309932647,0.008018162989712608,0.669808474755919,0.5433700116893296,0.6476334105253959,5
GI,68,0.9284545992771346,0.007996594838170468,0.6692638515209508,0.5433848628031741,0.6476334105253959,5
GI,69,0.9284920657205223,0.007998674718690616,0.669447473765192,0.5433317260457555,0.6556334105253959,5
